ID,County,InstallType,UrbanRural,Class,Percent_100,Substation_100,HIFLD_100,Percent_200,Substation_200,HIFLD_200,Percent_CAISO,Substation_CAISO,HIFLD_CAISO,SolarTech,Area,Length,DistSub_100_binned,DistSub_200_binned,DistSub_CAISO_binned
48,1,1,0,0,0,2,-0.7480798066980702,0,2,1.028971760866293,2,0,1.589278262469465,1,-0.7743741103949081,-0.4605100848418104,2,2,1
49,1,1,0,0,0,2,-0.7480798066980702,0,2,1.028971760866293,2,0,1.589278262469465,1,-0.5545901077223876,-0.528036669958694,2,2,1
50,0,0,0,1,0,3,-0.7480798066980702,0,3,1.028971760866293,2,0,1.589278262469465,2,-0.9247283770406253,-1.1226264637653072,1,1,0
51,1,1,0,0,1,2,0.2993467647219788,0,2,-0.896486765688017,3,0,1.589278262469465,1,0.03297038423014261,0.21497239043742114,2,1,0
52,1,2,0,0,0,3,0.3675956069708878,0,3,-0.896486765688017,3,0,1.589278262469465,0,-0.8492605474225821,-0.9800627312542884,1,1,1
53,1,2,0,0,0,2,-0.397564054619711,0,2,-0.896486765688017,3,0,1.589278262469465,1,-0.03071081039517215,0.09646049881697195,1,3,0
54,1,1,0,0,0,2,-0.933253080573412,0,1,-0.896486765688017,4,0,1.589278262469465,1,-0.9706880332969074,-1.1768267637892642,2,2,0
55,0,2,0,0,0,2,-0.397564054619711,0,2,-0.896486765688017,3,0,1.589278262469465,2,-0.160446270585634,-0.20382572757135783,1,3,0
56,1,1,0,0,0,2,-0.933253080573412,0,1,-0.896486765688017,4,0,1.589278262469465,1,0.24079160384628356,0.18224721812268596,2,2,0
57,1,2,0,0,0,2,-0.933253080573412,0,2,-0.896486765688017,4,0,1.589278262469465,1,-0.4854297396630781,-0.5128242377353555,1,2,0
58,0,2,0,0,0,2,-0.397564054619711,0,2,-0.896486765688017,3,0,1.589278262469465,2,-0.3434527504276091,-0.11918441853733147,1,3,0
59,1,2,0,0,0,2,-0.933253080573412,0,2,-0.896486765688017,4,0,1.589278262469465,1,-0.6593379947003579,-0.632104929355167,1,2,0
60,1,2,0,0,0,2,-0.933253080573412,0,2,-0.896486765688017,4,0,1.589278262469465,1,-0.874573544255634,-0.9380920789474537,1,2,0
61,1,2,0,0,0,2,-0.933253080573412,0,2,-0.896486765688017,4,0,1.589278262469465,1,-0.037052433972313725,-0.11192923094087329,1,2,0
62,1,2,0,0,0,2,-0.933253080573412,0,2,-0.896486765688017,4,0,1.589278262469465,1,-0.24507789798047142,0.06810526320293772,1,2,0
63,0,2,0,0,0,2,-0.397564054619711,0,2,-0.896486765688017,3,0,1.589278262469465,2,-0.7323180605415959,-0.7446096202686492,1,3,0
64,0,2,0,0,0,2,-0.397564054619711,0,2,-0.896486765688017,3,0,1.589278262469465,2,-0.566570782030477,-0.456235198981521,1,3,0
65,0,2,0,0,0,2,-0.397564054619711,0,2,-0.896486765688017,3,0,1.589278262469465,2,-0.8581949879123221,-0.9807985040777788,1,3,0
66,0,2,0,0,0,2,-0.397564054619711,0,2,-0.896486765688017,3,0,1.589278262469465,2,-0.5051199534500671,-0.4870688011491222,1,3,0
67,0,2,0,0,0,2,-0.397564054619711,0,2,-0.896486765688017,3,0,1.589278262469465,2,-0.7618830539484283,-0.8137790751007556,1,3,0
68,2,2,0,0,0,2,-0.933253080573412,0,2,-0.896486765688017,4,0,1.589278262469465,0,-0.6430051243647331,-0.7028478870330093,1,2,0
69,2,2,0,0,0,2,-0.933253080573412,0,2,-0.896486765688017,5,0,-0.854764668952682,0,-0.4556075902068612,-0.48157910809090854,0,2,0
70,2,1,0,0,0,2,-0.933253080573412,0,1,-0.896486765688017,4,0,1.589278262469465,0,-0.5907441289793426,-0.6423950442365273,2,2,0
71,0,1,0,0,0,2,-0.397564054619711,0,1,-0.896486765688017,3,0,1.589278262469465,2,-0.779805050875149,-0.858431857795236,2,3,0
72,2,2,0,0,0,2,-0.933253080573412,0,2,-0.896486765688017,4,0,1.589278262469465,0,-0.6070495073983458,-0.6331234099211949,1,2,0
73,2,2,0,0,0,2,-0.933253080573412,0,2,-0.896486765688017,5,0,-0.854764668952682,0,-0.5121067303132513,-0.5340176404372744,0,2,0
74,1,0,0,2,1,0,-0.8150409349422828,0,4,-0.7830937115837794,1,0,-0.24940148248357408,2,-0.456634813173155,-0.46593695787823913,0,0,2
75,2,0,0,1,0,2,-0.933253080573412,0,1,-0.896486765688017,5,0,-0.854764668952682,0,2.0413125519357824,2.1295576130123886,0,2,0
76,2,2,0,0,0,2,-0.933253080573412,0,2,-0.896486765688017,5,0,-0.854764668952682,0,-0.6264290096538921,-0.6347370616533565,0,2,0
77,2,1,0,0,0,2,-0.933253080573412,0,1,-0.896486765688017,5,0,-0.854764668952682,0,0.02730310965232195,0.18125016773734745,1,2,0
78,1,1,0,0,0,2,-0.933253080573412,0,1,-0.896486765688017,4,0,1.589278262469465,0,-0.7262932795888365,-0.7891560697918963,2,2,1
79,1,2,0,0,0,2,-0.933253080573412,0,2,-0.896486765688017,5,0,-0.854764668952682,1,-0.13975158167669846,-0.06644743291765014,0,2,0
80,1,1,0,0,0,2,-0.933253080573412,0,1,-0.896486765688017,5,0,-0.854764668952682,1,-0.7408044057293479,-0.7210244379318801,1,2,0
81,1,2,0,0,0,2,-0.933253080573412,0,2,-0.896486765688017,5,0,-0.854764668952682,1,-0.6785000951459914,-0.7106110525573616,0,2,0
82,1,2,0,0,0,2,-0.933253080573412,0,2,-0.896486765688017,5,0,-0.854764668952682,1,-0.8530293882251619,-0.9682629455020778,0,2,0
83,1,1,2,0,0,2,-0.2886234498223959,0,1,-0.27813640746817636,2,0,1.589278262469465,0,-0.8703463905074775,-0.9380332328460611,2,2,1
84,1,2,0,0,0,2,-0.3648561189004226,0,2,-0.896486765688017,4,0,-0.854764668952682,1,-0.7297992705923984,-0.7979207654296017,0,2,1
85,1,1,0,0,0,2,-0.3648561189004226,0,1,-0.896486765688017,4,0,-0.854764668952682,1,-0.6964525991995488,-0.6581466558093476,1,2,1
86,1,2,0,0,0,2,-0.3648561189004226,0,2,-0.896486765688017,4,0,-0.854764668952682,1,-0.7845868331524642,-0.8229403023538981,0,2,1
87,1,2,0,0,0,2,-0.3648561189004226,0,2,-0.896486765688017,4,0,-0.854764668952682,1,-0.6438759664178023,-0.7152172313332369,0,2,1
88,1,2,0,0,0,2,-0.3648561189004226,0,2,-0.896486765688017,4,0,-0.854764668952682,1,-0.5444173912964912,-0.4798802047899301,0,2,1
89,1,2,0,0,0,2,-0.3648561189004226,0,2,-0.896486765688017,4,0,-0.854764668952682,1,-0.6461313152368227,-0.6666146890124109,0,2,1
90,1,2,0,0,0,2,-0.3648561189004226,0,2,-0.896486765688017,4,0,-0.854764668952682,1,-0.6342816844540587,-0.5391874127616769,0,2,1
91,1,0,0,1,0,2,-0.3648561189004226,0,1,-0.896486765688017,4,0,-0.854764668952682,1,0.11083642182391058,-0.04998202158060024,0,2,1
92,1,1,2,0,0,2,-0.2886234498223959,0,1,-0.27813640746817636,3,0,-0.854764668952682,1,-0.9328157473049087,-1.042502245644739,1,2,0
93,1,2,0,0,0,2,-0.3648561189004226,0,2,-0.896486765688017,4,0,-0.854764668952682,1,-0.07577993925294131,-0.006278077526476171,0,2,1
94,1,1,2,0,0,2,-0.2886234498223959,0,1,-0.27813640746817636,3,0,-0.854764668952682,1,-0.9996802032959424,-1.3539084798610865,1,2,0
95,1,1,2,0,0,2,-0.2886234498223959,0,1,-0.27813640746817636,3,0,-0.854764668952682,1,-0.9003402811737444,-0.8667024353432992,1,2,0
96,0,1,0,2,0,1,-0.8150409349422828,0,4,-0.7830937115837794,3,0,-0.24940148248357408,0,-0.5396631255902912,-0.45215441008939194,1,0,2
97,0,1,0,2,0,1,-0.8150409349422828,0,4,-0.7830937115837794,3,0,-0.24940148248357408,0,-0.8229089690245136,-0.918084867627134,1,0,2
98,0,1,0,0,0,0,1.1842638287493426,0,6,1.1347064605539046,3,0,-0.24940148248357408,1,-0.13278394443861977,-0.17349241457737072,1,0,2
99,0,1,0,2,0,1,-0.8150409349422828,0,4,-0.7830937115837794,3,0,-0.24940148248357408,0,-0.4669390466276065,-0.2786476076458909,1,0,2
100,1,1,2,0,0,2,-0.2886234498223959,0,1,-0.27813640746817636,3,0,-0.24940148248357408,1,-0.8267160857215471,-0.9037034166138066,1,2,0
101,0,1,0,2,0,0,-0.8150409349422828,0,1,-0.7830937115837794,3,0,-0.24940148248357408,2,-0.9513907906877502,-1.130974010594197,1,3,1
102,1,1,2,0,0,2,-0.2886234498223959,0,1,-0.27813640746817636,3,0,-0.854764668952682,1,-0.9765795516830295,-1.2205731552032675,1,2,0
103,0,1,0,2,0,0,-0.8150409349422828,0,1,-0.7830937115837794,3,0,-0.24940148248357408,2,-0.6095885015330936,-0.5563718768620141,1,3,1
104,0,1,0,2,0,0,-0.8150409349422828,0,1,-0.7830937115837794,3,0,-0.24940148248357408,2,-0.9772154789839668,-1.2647213586613997,1,3,1
105,1,1,2,0,0,2,-0.2886234498223959,0,1,-0.27813640746817636,3,0,-0.854764668952682,1,-0.798554046907551,-0.8449339911169476,1,2,0
106,1,1,2,0,0,2,-0.2886234498223959,0,1,-0.27813640746817636,3,0,-0.854764668952682,1,-0.7876045014537608,-0.9023921272204375,1,2,0
107,1,0,0,3,0,0,-0.8150409349422828,0,1,-0.7830937115837794,3,0,-0.24940148248357408,2,0.2923024079449629,0.27016588520929746,0,3,0
108,0,2,0,2,0,0,-0.8150409349422828,0,2,-0.7830937115837794,3,0,-0.24940148248357408,2,2.0413125519357824,2.0862819773389227,0,3,1
109,0,2,0,2,0,0,-0.8150409349422828,0,2,-0.7830937115837794,3,0,-0.24940148248357408,2,-0.6871328139883837,-0.7374544850250493,0,3,1
110,0,1,1,1,0,2,-0.017173337632395487,0,1,-0.27813640746817636,3,0,-0.854764668952682,2,-0.6692961451308795,-0.3975551316602163,1,2,0
111,0,2,1,1,0,2,-0.017173337632395487,0,2,-0.27813640746817636,3,0,-0.854764668952682,2,-0.202551245362127,-0.2768203432936948,0,2,0
112,2,0,0,3,0,0,-0.8150409349422828,0,1,-0.7830937115837794,3,0,-0.24940148248357408,1,-0.8165953767152636,-0.9227587505270061,0,3,0
113,2,2,0,2,0,0,-0.8150409349422828,0,2,-0.7830937115837794,3,0,-0.24940148248357408,1,-0.6800814874172751,-0.4748762438839964,0,3,0
114,2,0,0,3,0,0,-0.8150409349422828,0,1,-0.7830937115837794,3,0,-0.24940148248357408,1,-0.9057735449632567,-1.0239449741045328,0,3,0
115,2,2,2,0,0,2,-0.2886234498223959,0,2,-0.27813640746817636,3,0,-0.24940148248357408,0,-0.778738965751111,-0.810278669461333,0,2,0
116,3,0,0,2,0,0,-0.7691983163750911,0,1,-0.7830937115837794,3,0,-0.24940148248357408,1,2.0413125519357824,2.1295576130123886,0,3,0
117,0,1,0,0,0,0,1.1842638287493426,0,4,1.1347064605539046,3,0,-0.24940148248357408,1,-0.7294735682048541,-0.7442567935564531,1,2,2
118,0,2,0,0,0,0,1.1842638287493426,0,5,1.1347064605539046,3,0,-0.24940148248357408,1,-0.8294187405221229,-0.9344383630457406,0,2,2
119,0,2,0,0,0,0,1.1842638287493426,0,5,1.1347064605539046,3,0,-0.24940148248357408,1,-0.4746378732157959,-0.4451921645749269,0,2,2
120,0,2,0,0,0,0,1.1842638287493426,0,5,1.1347064605539046,3,0,-0.24940148248357408,1,-0.16375144619196982,-0.012037531982674888,0,2,2
121,0,2,0,0,0,0,1.1842638287493426,0,5,1.1347064605539046,3,0,-0.24940148248357408,1,-0.572849537849731,-0.07130552353951557,0,2,2
122,1,2,0,2,0,0,-0.8150409349422828,0,2,-0.7830937115837794,3,0,-0.24940148248357408,2,-0.13712692201436652,0.13857126073903514,0,3,0
123,0,2,0,0,0,0,1.1842638287493426,0,5,1.1347064605539046,3,0,-0.24940148248357408,1,-0.3854849688031327,-0.3405885926528817,0,2,2
124,2,2,0,2,0,0,-0.8150409349422828,0,2,-0.7830937115837794,3,0,-0.24940148248357408,1,-0.41921154284905326,-0.416072047043327,0,3,0
125,2,1,0,2,0,0,-0.8150409349422828,0,1,-0.7830937115837794,3,0,-0.24940148248357408,1,-0.5361833036186063,0.08894404745481718,1,3,0
126,0,1,0,0,0,0,1.1842638287493426,0,6,1.1347064605539046,3,0,-0.24940148248357408,1,0.029759082282613175,0.11303041323646355,1,0,2
127,0,2,0,0,0,0,1.1842638287493426,0,7,1.1347064605539046,3,0,-0.24940148248357408,1,-0.09765371687923123,-0.127144043674411,0,0,2
128,2,2,0,0,0,0,-0.7153718709787817,0,2,-0.6874878032213829,3,0,-0.24940148248357408,1,-0.7040637466387041,-0.7093606042129534,0,5,0
129,2,1,2,0,0,2,-0.2886234498223959,0,1,-0.27813640746817636,3,0,-0.24940148248357408,0,-0.7536754119463737,-0.825827240153072,1,2,0
130,0,2,0,2,0,0,-0.8150409349422828,0,2,-0.7830937115837794,3,0,-0.24940148248357408,2,0.14045944724958706,0.3963385892498185,0,3,1
131,0,2,0,2,0,0,-0.8150409349422828,0,2,-0.7830937115837794,3,0,-0.24940148248357408,2,-0.5479367106215303,-0.48574739061274264,0,3,1
132,2,1,2,0,0,2,-0.2886234498223959,0,1,-0.27813640746817636,3,0,-0.24940148248357408,0,-0.8528062568481164,-0.43258963473687534,1,2,0
133,2,1,0,0,0,0,-0.7153718709787817,0,1,-0.6874878032213829,3,0,-0.24940148248357408,1,-0.9292718008125713,-0.7062077359799307,1,5,0
134,2,1,0,0,0,2,0.029441909337614067,0,1,0.026962550742572002,3,2,-0.24940148248357408,0,-0.689684684788,-0.7370070534225398,1,2,0
135,2,2,0,0,0,0,-0.7153718709787817,0,2,-0.6874878032213829,3,0,-0.24940148248357408,1,-0.16243549624233408,0.05735125398272415,0,5,0
136,2,1,2,0,0,2,-0.2886234498223959,0,1,-0.27813640746817636,3,0,-0.24940148248357408,0,-0.809072396960763,-0.6384980940920784,1,2,0
137,1,2,0,0,0,1,1.1842638287493426,0,5,1.1347064605539046,3,0,-0.24940148248357408,1,-0.6444020667198296,-0.6354999563240016,0,2,0
138,1,1,1,0,0,3,0.5867645305702145,0,2,-0.27813640746817636,3,0,-0.854764668952682,1,-0.0583591667929922,-0.06609009105518278,1,1,0
139,2,2,0,2,0,0,-0.8150409349422828,0,2,-0.7830937115837794,3,0,-0.24940148248357408,1,1.118254938389519,1.1968450508233581,0,3,0
140,2,1,2,0,0,2,-0.2886234498223959,0,1,-0.27813640746817636,3,0,-0.24940148248357408,0,-0.726953719756104,-0.7470095800639563,1,2,0
141,1,2,1,0,0,3,0.5867645305702145,0,3,-0.27813640746817636,3,0,-0.854764668952682,0,-0.14161936084329835,-0.1554188313411359,0,1,1
142,1,1,0,2,0,0,-0.8150409349422828,0,1,-0.7830937115837794,3,0,-0.24940148248357408,1,-0.3353449495673494,-0.21940808442781962,1,3,1
143,1,2,0,0,1,2,0.08326835473392344,0,3,-0.896486765688017,3,0,-0.854764668952682,0,-0.3611171689255464,-0.16130837985417296,1,1,1
144,1,2,0,0,0,0,-0.7153718709787817,0,2,-0.6874878032213829,3,0,-0.24940148248357408,2,-0.1868678218581997,-0.0378135406818846,0,5,0
145,1,0,0,3,0,0,-0.8150409349422828,0,1,-0.7830937115837794,3,0,-0.24940148248357408,1,0.4798319616378862,0.329961208180252,0,3,1
146,1,1,0,2,0,0,-0.8150409349422828,0,1,-0.7830937115837794,3,0,-0.24940148248357408,2,-0.7924358761746457,-0.8161196917361422,1,3,0
147,1,2,1,0,1,2,0.08326835473392344,0,3,-0.27813640746817636,2,0,-0.854764668952682,0,-0.655016577649682,-0.6981916162827848,1,1,1
148,1,2,1,1,0,2,-0.017173337632395487,0,3,-0.27813640746817636,3,0,-0.854764668952682,1,0.5292631539360066,0.22436879725313588,0,1,0
149,0,2,0,0,0,0,1.1842638287493426,0,5,1.1347064605539046,3,0,-0.24940148248357408,1,0.32278450026678285,0.15639627963080435,0,2,2
150,1,1,0,2,0,0,-0.8150409349422828,0,1,-0.7830937115837794,3,0,-0.24940148248357408,1,-0.2569730733500094,-0.29336821305845573,1,3,1
151,1,1,1,0,0,2,0.08326835473392344,0,2,-0.27813640746817636,3,0,-0.854764668952682,0,-0.7489687884106438,-0.601505942438476,2,1,1
152,1,0,1,1,1,2,0.08326835473392344,0,2,-0.27813640746817636,2,0,-0.854764668952682,0,-0.40725790061705563,-0.40781058858688396,1,1,1
153,0,2,1,1,0,2,-0.017173337632395487,0,2,-0.27813640746817636,3,0,-0.854764668952682,2,0.36382779958070466,0.789763165884878,0,2,0
154,1,1,1,1,0,2,-0.017173337632395487,0,1,-0.27813640746817636,3,0,-0.854764668952682,1,-0.7378981132084953,-0.4610789470874602,1,2,0
155,1,2,1,1,0,2,-0.017173337632395487,0,2,-0.27813640746817636,3,0,-0.854764668952682,1,-0.6691143071184962,-0.1075282454152919,0,2,0
156,1,2,0,0,0,0,1.1842638287493426,0,5,1.1347064605539046,3,0,-0.24940148248357408,0,2.0413125519357824,2.1295576130123886,0,2,2
157,1,1,1,1,0,2,-0.017173337632395487,0,1,-0.27813640746817636,3,0,-0.854764668952682,1,-0.7855003474754273,-0.6451122842188065,1,2,0
158,0,2,0,0,1,1,-0.48409843573530886,0,4,1.1816447618170967,2,0,-0.854764668952682,1,-0.5861393199720937,-0.6140361198600623,1,1,2
159,0,1,0,0,1,1,-0.48409843573530886,0,3,1.1816447618170967,2,0,-0.854764668952682,1,-0.44641896682834403,-0.49468012244193355,2,1,2
160,1,2,1,1,0,2,-0.017173337632395487,0,3,-0.27813640746817636,3,0,-0.854764668952682,1,-0.5415573696769217,-0.4807741483070354,0,1,0
161,1,0,0,1,1,0,1.1842638287493426,0,4,1.1347064605539046,2,0,-0.24940148248357408,1,1.4290959891962103,0.766835366177185,0,2,1
162,0,2,0,0,2,1,1.2908865483382042,0,4,1.1816447618170967,2,0,-0.854764668952682,0,-0.8773422080019206,-0.9834601679491346,0,1,3
163,0,2,0,0,2,1,1.2908865483382042,0,4,1.1816447618170967,2,0,-0.854764668952682,1,-0.9489887507874964,-1.1731042036115475,0,1,2
164,0,2,0,0,2,1,1.2908865483382042,0,4,1.1816447618170967,2,0,-0.854764668952682,1,-0.8746964193366213,-0.9812087958665388,0,1,2
165,0,2,0,0,2,1,1.2908865483382042,0,4,1.1816447618170967,2,0,-0.854764668952682,1,-0.8731929500549468,-0.9806613372141858,0,1,2
166,0,1,0,0,2,1,1.2908865483382042,0,3,1.1816447618170967,2,0,-0.854764668952682,1,-0.2625725552980576,1.2915382319132145,1,1,2
167,0,2,1,0,0,2,-0.48409843573530886,0,3,-0.27813640746817636,3,0,-0.854764668952682,1,0.03135354790683113,0.676212678499177,1,1,1
168,0,2,0,0,0,2,0.7348516411103001,1,4,-0.77617648823973,3,0,-0.854764668952682,2,-0.8837119082865544,-0.8816107562767186,0,1,0
169,0,1,0,0,0,2,0.7348516411103001,1,3,-0.77617648823973,3,0,-0.854764668952682,2,-0.861978125307338,-0.902087631402045,1,1,0
170,0,2,0,0,0,2,0.7348516411103001,1,4,-0.77617648823973,3,0,-0.854764668952682,2,-0.8978298566651308,-0.9616182494828952,0,1,0
171,0,1,0,1,0,2,1.0691421967294847,0,2,-0.77617648823973,3,0,-0.854764668952682,1,-0.6423883100483483,-0.6754179949886574,1,2,1
172,0,0,0,2,0,2,1.0691421967294847,0,2,-0.77617648823973,3,0,-0.854764668952682,1,0.4615094507652349,0.40645748123522546,0,2,1
173,3,2,0,0,0,1,-0.133840226457889,0,4,0.0022581816566814455,3,0,-0.854764668952682,1,-0.23665561648183492,-0.2818590522412491,0,1,0
174,2,2,0,0,0,3,1.2445288441691338,0,3,0.0022581816566814455,3,0,-0.854764668952682,1,-0.09745930278133813,-0.13782640434865534,0,1,0
175,2,2,0,0,0,3,1.2445288441691338,0,3,0.0022581816566814455,3,0,-0.854764668952682,1,-0.21745236602713894,-0.2243926577896028,0,1,0
176,1,2,0,0,0,2,1.2277885621080806,0,3,0.489922427412161,3,1,-0.854764668952682,0,-0.3799618986441394,-0.25316902615165904,0,2,1
177,1,2,0,0,0,2,1.2277885621080806,0,3,0.489922427412161,3,1,-0.854764668952682,0,-0.5951499419368356,-0.6321201588834324,0,2,1
178,0,2,0,0,0,2,1.2277885621080806,0,3,0.489922427412161,3,1,-0.854764668952682,2,0.4438333143464647,0.32655795262220794,0,2,0
